SECTION,STATION,SIGNAL NAME,CUMMULATIVE DISTANT(IN Meter)
NGP-BSP,NGP,NGP STR,0
NGP-BSP,NGP,NGP INT STR,391.04
NGP-BSP,NGP,NGP ADV STR,1150.42
NGP-BSP,NGP,NGP GATE SIG,1728.18
NGP-BSP,NGP,NEU SEC AHEAD,2315.67
NGP-BSP,NGP,GATE IN DIST,3197.96
NGP-BSP,NGP,NGP GATE SIG,4580.22
NGP-BSP,NGP,KAV HOME,4857.52
NGP-BSP,KAV,KAV STR,6405.7
NGP-BSP,KAV,KAV ADV STR,7279.3
NGP-BSP,KAV,A:A2,8272.98
NGP-BSP,KAV,A:A4,10534.94
NGP-BSP,KAV,A:A6,11411.45
NGP-BSP,KAV,KP HOME,12985.42
NGP-BSP,KP,KP STR,14087.59
NGP-BSP,KP,KP ADV STR,14559.95
NGP-BSP,KP,A:A10,15786.23
NGP-BSP,KP,KNHN HOME,16819.6
NGP-BSP,KNHN,KNHN STR,18571.7
NGP-BSP,KNHN,KNHN ADV STR,19380.94
NGP-BSP,KNHN,NEU SEC AHEAD,20207.28
NGP-BSP,KNHN,A:A12,20631.63
NGP-BSP,KNHN,A:A14,21702.7
NGP-BSP,KNHN,SAL HOME,23022.78
NGP-BSP,SAL,SAL STR,24444.21
NGP-BSP,SAL,SAL ADV STR,24910.72
NGP-BSP,SAL,A:A20,26142.52
NGP-BSP,SAL,SA G:A22,27124.74
NGP-BSP,SAL,A:A24,27956.64
NGP-BSP,SAL,CHCR HOME,29585.02
NGP-BSP,CHCR,CHCR STR,30946.01
NGP-BSP,CHCR,CHCR ADV STR,31410.64
NGP-BSP,CHCR,A:A30,32440.61
NGP-BSP,CHCR,A:A32,33557.41
NGP-BSP,CHCR,SA G:A34,34757.77
NGP-BSP,CHCR,TAR HOME,36232.63
NGP-BSP,TAR,TAR STR,37372.61
NGP-BSP,TAR,TAR ADV STR,37895.8
NGP-BSP,TAR,A:A36,39062.75
NGP-BSP,TAR,NEU SEC AHEAD,39533.45
NGP-BSP,TAR,A:A38,40452.86
NGP-BSP,TAR,RRL HOME,41769.61
NGP-BSP,RRL,RRL STR,42915.59
NGP-BSP,RRL,RRL ADV STR,43295.61
NGP-BSP,RRL,A:A40,45076.56
NGP-BSP,RRL,A:A42,46159.28
NGP-BSP,RRL,A:A44,47319.88
NGP-BSP,RRL,A:A46,49115.38
NGP-BSP,RRL,KT HOME,50674.84
NGP-BSP,KT,KT STR,52016.36
NGP-BSP,KT,KT ADV STR,52252.68
NGP-BSP,KT,SA G:A48,53436.99
NGP-BSP,KT,A:A50,54628.8
NGP-BSP,KT,SA G:A52,56249.19
NGP-BSP,KT,A:A54,57374.04
NGP-BSP,KT,A:A56,58516.31
NGP-BSP,KT,A:A58,59727.92
NGP-BSP,KT,BRD HOME,60730.45
NGP-BSP,BRD,BRD STR,62053.94
NGP-BSP,BRD,BRD ADV STR,62460.41
NGP-BSP,BRD,A:A60,63620.77
NGP-BSP,BRD,NEU SEC AHEAD,64464.65
NGP-BSP,BRD,A:A62,65000.84
NGP-BSP,BRD,SA G:A64,66428.79
NGP-BSP,BRD,A:A66,67606.69
NGP-BSP,BRD,K HOME,68599.43
NGP-BSP,K,K STR,69726.17
NGP-BSP,K,K ADV STR,70077.16
NGP-BSP,K,A:A68,71111.98
NGP-BSP,K,A:A70,72111.58
NGP-BSP,K,SA G:A72,73113.75
NGP-BSP,K,A:A74,74534.37
NGP-BSP,K,SA G:A76,76068.34
NGP-BSP,K,A:A78,77374.34
NGP-BSP,K,TMR HOME,78297.2
NGP-BSP,TMR,TMR STR,79839.6
NGP-BSP,TMR,TMR ADV STR,80336.37
NGP-BSP,TMR,A:A80,81335.82
NGP-BSP,TMR,SA G:A82,82369.66
NGP-BSP,TMR,NEU SEC AHEAD,82727.09
NGP-BSP,TMR,A:A84,83357.14
NGP-BSP,TMR,A:A86,84595.84
NGP-BSP,TMR,A:A88,85657.43
NGP-BSP,TMR,A:A90,86725.32
NGP-BSP,TMR,A:A92,87815.07
NGP-BSP,TMR,MNU HOME,88809.55
NGP-BSP,MNU,MNU STR,90085.52
NGP-BSP,MNU,MNU ADV STR,90379.53
NGP-BSP,MNU,A:A94,91410.52
NGP-BSP,MNU,A:A96,92570.96
NGP-BSP,MNU,SA G:A98,93575.11
NGP-BSP,MNU,A:A100,94854.18
NGP-BSP,MNU,SA G:A102,95846.89
NGP-BSP,MNU,A:A104,97369.16
NGP-BSP,MNU,TRO HOME,98658.81
NGP-BSP,TRO,TRO STR,99932.44
NGP-BSP,TRO,TRO ADV STR,100455.73
NGP-BSP,TRO,SA G:A106,101812.59
NGP-BSP,TRO,NEU SEC AHEAD,102532.04
NGP-BSP,TRO,A:A108,103026.55
NGP-BSP,TRO,SA G:A110,104152.79
NGP-BSP,TRO,KWN HOME,105787.98
NGP-BSP,KWN,KWN STR,107009.46
NGP-BSP,KWN,KWN INT STR,107432.1
NGP-BSP,KWN,KWN ADV STR,107945.53
NGP-BSP,KWN,A:A112,108952.34
NGP-BSP,KWN,A:A114,110116.2
NGP-BSP,KWN,A:A116,111122.48
NGP-BSP,KWN,SA G:A118,112111.22
NGP-BSP,KWN,A:A120,113130.64
NGP-BSP,KWN,GJ HOME,114110.05
NGP-BSP,GJ,GJ STR,115623.19
NGP-BSP,GJ,GJ ADV STR,115975.48
NGP-BSP,GJ,A:A122,117303.87
NGP-BSP,GJ,A:A124,118343.01
NGP-BSP,GJ,SA G:A126,119363.71
NGP-BSP,GJ,SA G:A128,121258.69
NGP-BSP,GJ,A:A130,122309.72
NGP-BSP,GJ,A:A132,123445.81
NGP-BSP,GJ,SA G:A134,124582.2
NGP-BSP,GJ,SA G:A136,125601.11
NGP-BSP,GJ,SA G:A138,126804.83
NGP-BSP,GJ,G HOME,127632.01
NGP-BSP,G,G INT HOME,128165.81
NGP-BSP,G,G STR,129502.6
NGP-BSP,G,G INT STR,129879.62
NGP-BSP,G,G ADV STR,130376.61
NGP-BSP,G,SA G:A142,130937.76
NGP-BSP,G,NEU SEC AHEAD,131628.38
NGP-BSP,G,A:A144,132907.82
NGP-BSP,G,A:A146,133907.72
NGP-BSP,G,SA G:A148,134968.33
NGP-BSP,G,A:A150,136423.72
NGP-BSP,G,A:A152,137456.08
NGP-BSP,G,SA G:A154,138456.83
NGP-BSP,G,GDM HOME,139645.45
NGP-BSP,GDM,GDM STR,141143.88
NGP-BSP,GDM,GDM ADV STR,141537.26
NGP-BSP,GDM,SA G:A158,143588.07
NGP-BSP,GDM,A:A160,144615.25
NGP-BSP,GDM,SA G:A162,146030.38
NGP-BSP,GDM,A:A164,147261.7
NGP-BSP,GDM,SA G:A166,149092.06
NGP-BSP,GDM,NEU SEC AHEAD,149230.82
NGP-BSP,GDM,AGN HOME,150816.33
NGP-BSP,AGN,AGN STR,151977.49
NGP-BSP,AGN,AGN ADV STR,152510.36
NGP-BSP,AGN,SA G:A168,154423.74
NGP-BSP,AGN,SA G:A170,155622.9
NGP-BSP,AGN,A:A172,157056.93
NGP-BSP,AGN,DNL HOME,158246.16
NGP-BSP,DNL,DNL STR,159158.82
NGP-BSP,DNL,DNL ADV STR,159502.58
NGP-BSP,DNL,A:A178,160464.96
NGP-BSP,DNL,SA G:A180,161470.64
NGP-BSP,DNL,A:A182,162807.8
NGP-BSP,DNL,SA G:A184,163331.56
NGP-BSP,DNL,SA G:A186,165209.58
NGP-BSP,DNL,SKS HOME,165793.2
NGP-BSP,SKS,SKS STR,167019.85
NGP-BSP,SKS,SKS ADV STR,167278.25
NGP-BSP,SKS,SA G:A188,167925.08
NGP-BSP,SKS,NEU SEC AHEAD,168801.98
NGP-BSP,SKS,A:A190,169233.22
NGP-BSP,SKS,SA G:A192,170115.76
NGP-BSP,SKS,SA G:A194,172329.1
NGP-BSP,DKS,A:A196,174215.85
NGP-BSP,SKS,DKS HOME,176536.61
NGP-BSP,DKS,DKS STR,177615.29
NGP-BSP,DKS,DKS ADV STR,178027.09
NGP-BSP,DKS,A:A202,179518.04
NGP-BSP,DKS,SA G:A204,180533.22
NGP-BSP,DKS,A:A206,181724.83
NGP-BSP,DKS,A:A208,182793.59
NGP-BSP,DKS,BTL HOME,183698.9
NGP-BSP,BTL,BTL STR,185289.88
NGP-BSP,BTL,BTL ADV STR,185678.43
NGP-BSP,BTL,A:A210,186792.39
NGP-BSP,BTL,A:A212,188408.02
NGP-BSP,BTL,A:A214,189281.02
NGP-BSP,BTL,NEU SEC AHEAD,190073.14
NGP-BSP,BTL,SA G:A216,190365.14
NGP-BSP,BTL,A:A218,191461.51
NGP-BSP,BTL,PJB HOME,192476.06
NGP-BSP,PJB,PJB STR,193644.93
NGP-BSP,PJB,PJB ADV STR,193930.98
NGP-BSP,PJB,SA G:A284,194954.93
NGP-BSP,PJB,SA G:A286,196209.05
NGP-BSP,PJB,A:A288,197706.56
NGP-BSP,PJB,A:A290,198761.85
NGP-BSP,PJB,DGG HOME,199764.11
NGP-BSP,DGG,DGG STR,201221.95
NGP-BSP,DGG,DGG ADV STR,201771.42
NGP-BSP,DGG,SA G:A292,203307.99
NGP-BSP,DGG,A:A294,204606.98
NGP-BSP,DGG,SA G:A296,206027.07
NGP-BSP,DGG,JTR HOME,206448.24
NGP-BSP,JTR,JTR STR,207476
NGP-BSP,JTR,JTR ADV STR,208130.24
NGP-BSP,JTR,A:A302,209326.15
NGP-BSP,JTR,A:A304,210313.37
NGP-BSP,JTR,A:A306,211398.9
NGP-BSP,JTR,NEU SEC AHEAD,211728.02
NGP-BSP,JTR,MUA HOME,213056.43
NGP-BSP,MUA,MUA STR,214215.19
NGP-BSP,MUA,MUA ADV STR,214655.91
NGP-BSP,MUA,SA G:A314,216470.01
NGP-BSP,MUA,SA G:A316,217479.67
NGP-BSP,MUA,SA G:A318,219167.18
NGP-BSP,MUA,SA G:A320,220511.31
NGP-BSP,MUA,BAKL HOME,221050.1
NGP-BSP,BAKL,BAKL STR,222400.26
NGP-BSP,BAKL,BAKL ADV STR,222726.3
NGP-BSP,BAKL,SA G:A326,224660.47
NGP-BSP,BAKL,A:A328,225755.49
NGP-BSP,BAKL,A:A330,226807.46
NGP-BSP,BAKL,A:A332,227876.67
NGP-BSP,BAKL,A:A334,228899.92
NGP-BSP,BAKL,A:A336,230502.47
NGP-BSP,BAKL,RJN HOME,231320.2
NGP-BSP,RJN,RJN STR,232667.31
NGP-BSP,RJN,RJN ADV STR,233084.09
NGP-BSP,RJN,NEU SEC AHEAD,233405.97
NGP-BSP,RJN,A:A338,234623.33
NGP-BSP,RJN,A:A340,236128.66
NGP-BSP,RJN,A:A342,237716.99
NGP-BSP,RJN,PMS HOME,239083.37
NGP-BSP,PMS,PMS STR,240792.11
NGP-BSP,PMS,PMS ADV STR,241148.43
NGP-BSP,PMS,A:A344,242850.01
NGP-BSP,PMS,A:A346,244681.4
NGP-BSP,PMS,MUP HOME,246473.56
NGP-BSP,MUP,MUP STR,247611.7
NGP-BSP,MUP,MUP ADV STR,247897.23
NGP-BSP,MUP,A:A350,249377.08
NGP-BSP,MUP,SA G:A352,250886.11
NGP-BSP,MUP,A:A354,252303.49
NGP-BSP,MUP,NEU SEC AHEAD,253474.48
NGP-BSP,MUP,RSM HOME,253918.81
NGP-BSP,RSM,RSM STR,255138.3
NGP-BSP,RSM,RSM ADV STR,255990.06
NGP-BSP,RSM,A:MA358,257835.69
NGP-BSP,RSM,SA G:MA360,259268.59
NGP-BSP,RSM,SA G:MA362,260600.23
NGP-BSP,RSM,DUG HOME,261634.25
NGP-BSP,DURG,DURG STR,263377.52
NGP-BSP,DURG,DURG INT STR,263870.36
NGP-BSP,DURG,DURG ADV STR,264135.13
NGP-BSP,DURG,DLBS HOME,264714.07
NGP-BSP,DLBS,DLBS STR,265716.49
NGP-BSP,DLBS,BQR HOME,266706.35
NGP-BSP,BQR,BQR STR,267879.69
NGP-BSP,BQR,BQR ADV STR,268666.82
NGP-BSP,BQR,A:A374,269855.81
NGP-BSP,BQR,A:A376,271146.89
NGP-BSP,BQR,BPHB PH,271809.41
NGP-BSP,BQR,A:A378,272220.08
NGP-BSP,BQR,SA G:A380,273271.76
NGP-BSP,BQR,A:A382,274276.96
NGP-BSP,BQR,NEU SEC AHEAD,274697.14
NGP-BSP,BQR,BIA HOME,275273.87
NGP-BSP,BIA,BIA REP,276554.25
NGP-BSP,BIA,BIA STR,277055.33
NGP-BSP,BIA,BIA ADV STR,277487.24
NGP-BSP,BIA,DBEC HOME,278969.09
NGP-BSP,DBEC,DBEC STR,280303.93
NGP-BSP,DBEC,DBEC ADV STR,280774.98
NGP-BSP,DBEC,DCBIN HOME,280947.72
NGP-BSP,DCBIN,DCBIN STR,281945.78
NGP-BSP,DCBIN,DCBIN ADV STR,282246.06
NGP-BSP,DCBIN,A:A388,283348.73
NGP-BSP,DCBIN,ACBIN HOME,284399.59
NGP-BSP,ACBIN,ACBIN STR,285469.74
NGP-BSP,ACBIN,ACBIN ADV STR,285712.45
NGP-BSP,ACBIN,KMI HOME,286224.62
NGP-BSP,KMI,KMI STR,287888.15
NGP-BSP,KMI,KMI ADV STR,288337.21
NGP-BSP,KMI,A:A394,289727.99
NGP-BSP,KMI,A:A396,291072.13
NGP-BSP,KMI,NEU SEC AHEAD,291948.93
NGP-BSP,KMI,SZB HOME,292496.92
NGP-BSP,SZB,SZB STR,293837.17
NGP-BSP,SZB,SZB ADV STR,294477.04
NGP-BSP,SZB,A:A398,295469.14
NGP-BSP,SZB,SA G:A400,296179.51
NGP-BSP,SZB,SRWN PH,296808.92
NGP-BSP,SZB,A:A402,297543.76
NGP-BSP,SZB,R HOME,298642.37
NGP-BSP,R,R STR,299981.7
NGP-BSP,R,R ADV STR,300605.94
NGP-BSP,R,GATE SIG,301398.07
NGP-BSP,R,WRS PH,302336.15
NGP-BSP,URK,URK INNR,302509.73
NGP-BSP,R,URK HOME,303492.33
NGP-BSP,URK,URK STR,304991.44
NGP-BSP,URK,URK ADV STR,305855.27
NGP-BSP,URK,NEU SEC AHEAD,306424.09
NGP-BSP,URK,IB-INR-DIST,306944.48
NGP-BSP,URK,IBH SIG,307962.28
NGP-BSP,MDH,MDH DIST,308957.05
NGP-BSP,MDH,MDH INNR DIST,309936.08
NGP-BSP,URK,MDH HOME,311042.3
NGP-BSP,MDH,MDH STR,312437.51
NGP-BSP,MDH,MDH ADV STR,312761.57
NGP-BSP,MDH,IB DIST,315540.42
NGP-BSP,MDH,IB INNR DIST,316422.57
NGP-BSP,MDH,IBH SIG,317509.71
NGP-BSP,SLH,SLH DISTANT,320508.94
NGP-BSP,SLH,SLH INNR DIST,321524.04
NGP-BSP,MDH,SLH HOME,322656.96
NGP-BSP,SLH,SLH STR,324077.15
NGP-BSP,SLH,SLH ADV STR,324542.29
NGP-BSP,SLH,GATE SIG,325785.33
NGP-BSP,SLH,IBH SIG,326800.1
NGP-BSP,SLH,GATE SIG,327642.73
NGP-BSP,SLH,GATE INNR,329020.7
NGP-BSP,SLH,GATE SIG,330014.3
NGP-BSP,SLH,BKTHW HOME,330461.6
NGP-BSP,BKTHW,BKTHW STR,331140.52
NGP-BSP,BKTHW,BKTHE HOME,332678.4
NGP-BSP,BKTHE,BKTHE STR,333835.89
NGP-BSP,TLD,TLD DISTANT,334938.93
NGP-BSP,TLD,TLD INNR DIST,335959.75
NGP-BSP,BKTHE,TLD HOME,337217.99
NGP-BSP,TLD,TLD STR,338433.21
NGP-BSP,TLD,TLD ADV STR,339054.02
NGP-BSP,TLD,NEU SEC AHEAD,340420.57
NGP-BSP,TLD,IB DIST,340862.38
NGP-BSP,TLD,IB-INR-DIST,341869.75
NGP-BSP,TLD,IBH SIG,342879.48
NGP-BSP,TLD,GATE DIST,344387.79
NGP-BSP,TLD,GATE INNR DIST,345499.06
NGP-BSP,TLD,GATE SIG,346479.97
NGP-BSP,TLD,HN HOME,347692.96
NGP-BSP,HN,HN REP,348654.71
NGP-BSP,HN,HN STR,349100.26
NGP-BSP,HN,HN INT STR,349998.33
NGP-BSP,HN,HN INT STR,350381.42
NGP-BSP,HN,HN ADV STR,351002.1
NGP-BSP,HN,IB DIST,353812.73
NGP-BSP,HN,IB-INR-DIST,354868.53
NGP-BSP,HN,IBH SIG,355887.87
NGP-BSP,HN,GATE INNR DIST,357254.68
NGP-BSP,HN,GATE SIG,358274.87
NGP-BSP,HN,GATE INNR DIST,359013.84
NGP-BSP,HN,GATE SIG,360066.48
NGP-BSP,BYT,BYT INNR DIST,361061.39
NGP-BSP,HN,BYT HOME,362124.5
NGP-BSP,HN,BYT INT HOME,363099.52
NGP-BSP,BYT,BYT STR,364259.74
NGP-BSP,BYT,BYT ADV STR,364961.71
NGP-BSP,BYT,NEU SEC AHEAD,366447.31
NGP-BSP,BYT,IB DIST,367422.18
NGP-BSP,BYT,IB-INR-DIST,368534.35
NGP-BSP,BYT,IBH SIG,369888.33
NGP-BSP,BYT,GATE DIST,371410.1
NGP-BSP,BYT,GATE INNR DIST,372430.55
NGP-BSP,BYT,GATE SIG,373447.21
NGP-BSP,NPI,NPI DISTANT,375428.38
NGP-BSP,NPI,NPI INNR DIST,376703.97
NGP-BSP,BYT,NPI HOME,377730.44
NGP-BSP,NPI,NPI STR,379084.95
NGP-BSP,NPI,NPI ADV STR,379779.27
NGP-BSP,NPI,A:AR62,381056.1
NGP-BSP,NPI,NEU SEC AHEAD,381803.47
NGP-BSP,NPI,A:AR58,382424.35
NGP-BSP,NPI,A:AR54,383703.81
NGP-BSP,NPI,A:AR46,385109.09
NGP-BSP,NPI,SA G:AR42,386495.87
NGP-BSP,NPI,DGS HOME,387395.65
NGP-BSP,DGS,DGS STR,388740.6
NGP-BSP,DGS,DGS ADV STR,389223.63
NGP-BSP,DGS,SA G:AR38,389543.61
NGP-BSP,DGS,A:AR34,390508.84
NGP-BSP,DGS,A:AR30,391495.53
NGP-BSP,DGS,SA G:AR26,392591.7
NGP-BSP,DGS,BYL HOME,393410.12
NGP-BSP,BYL,BYL STR,395305.71
NGP-BSP,BYL,BYL ADV STR,395709.89
NGP-BSP,BYL,SA G:AR22,396269.48
NGP-BSP,BYL,A:AR18,397568.11
NGP-BSP,BYL,A:AR14,398626.63
NGP-BSP,BYL,A:AR10,400259.88
NGP-BSP,BYL,CHBT PH,400330.56
NGP-BSP,BYL,A:AR6,401316.72
NGP-BSP,BYL,DPH HOME,402592.32
NGP-BSP,DPH,DPH STR,404114.9
NGP-BSP,DPH,DPH ADV STR,404531.83
NGP-BSP,DPH,A:AR2,405632.66
NGP-BSP,DPH,NEU SEC AHEAD,406235.1
NGP-BSP,DPH,BSP HOME,406814.05
NGP-BSP,DPH,BSP INT HOME,408290.39
NGP-BSP,DPH,BSP INT HOME,409814.7
NGP-BSP,BSP,BSP STR,410963.59
BSP-TATA,BSP,BSP STR,0
BSP-TATA,BSP,BSP ADV STR,978.06
BSP-TATA,BSP,A:AJ2,1938.86
BSP-TATA,BSP,A:AJ6,3352.74
BSP-TATA,BSP,GTW HOME,4665.23
BSP-TATA,GTW,GTW STR,6023.99
BSP-TATA,GTW,GTW INT STR,7060.87
BSP-TATA,GTW,GTW ADV STR,7320.77
BSP-TATA,GTW,A:AJ10,8611.96
BSP-TATA,GTW,A:AJ14,9675.63
BSP-TATA,GTW,SAG:AJ18,10796.24
BSP-TATA,GTW,NEU SEC AHEAD,11571.67
BSP-TATA,GTW,JRMG HOME,11992.04
BSP-TATA,JRMG,JRMG STR,13411.9
BSP-TATA,JRMG,JRMG ADV STR,13749.49
BSP-TATA,JRMG,A:AJ22,15043.2
BSP-TATA,JRMG,A:AJ26,16390.27
BSP-TATA,JRMG,A:AJ30,17657.21
BSP-TATA,JRMG,A:AJ34,18799.73
BSP-TATA,JRMG,KOTMI PH,19615.17
BSP-TATA,JRMG,A:AJ38,19977.61
BSP-TATA,JRMG,A:AJ42,21176.83
BSP-TATA,JRMG,A:AJ46,22261.04
BSP-TATA,JRMG,LATIA HOME,23750.89
BSP-TATA,LATIA,LATIA STR,24201.15
BSP-TATA,LATIA,AKT HOME,25401.66
BSP-TATA,AKT,AKT STR,26630.49
BSP-TATA,AKT,AKT ADV STR,26955.02
BSP-TATA,AKT,A:AJ52,27815.72
BSP-TATA,AKT,SAG:AJ56,28593
BSP-TATA,AKT,A:AJ60,29862.22
BSP-TATA,AKT,A:AJ64,31041.03
BSP-TATA,AKT,A:AJ68,32247
BSP-TATA,AKT,SAG:AJ72,33340.18
BSP-TATA,AKT,KAPAN PH,33702.81
BSP-TATA,AKT,A:AJ76,34671.83
BSP-TATA,AKT,NEU SEC AHEAD,35583.31
BSP-TATA,AKT,A:AJ80,36069.75
BSP-TATA,AKT,A:AJ84,37337.59
BSP-TATA,AKT,A:AJ88,38680.46
BSP-TATA,AKT,NIA HOME,39763.8
BSP-TATA,NIA,NIA STR,41515.24
BSP-TATA,NIA,NIA ADV STR,42148.05
BSP-TATA,NIA,A:AJ92,43264.05
BSP-TATA,NIA,A:AJ96,44340.72
BSP-TATA,NIA,A:AJ100,45625.63
BSP-TATA,NIA,A:AJ104,46627.83
BSP-TATA,NIA,A:AJ108,47696.57
BSP-TATA,NIA,A:AJ112,48712.99
BSP-TATA,NIA,A:AJ116,49746.5
BSP-TATA,NIA,CPH HOME,50989.41
BSP-TATA,CPH,CPH STR,52335.54
BSP-TATA,CPH,CPH ADV STR,53230.9
BSP-TATA,CPH,NEU SEC AHEAD,53821.74
BSP-TATA,CPH,GATE SIG,54102.93
BSP-TATA,CPH,GATE DIST,55766.13
BSP-TATA,CPH,GATE INNR DIST,56774.23
BSP-TATA,CPH,GATE SIG,57790.8
BSP-TATA,CPH,SGRD HOME,59073.28
BSP-TATA,SGRD,SGRD STR,60570.51
BSP-TATA,SGRD,SGRD ADV STR,60998.28
BSP-TATA,SGRD,SGRD PH,61382.11
BSP-TATA,BUA,BUA DIST,64965.17
BSP-TATA,BUA,BUA INNR DIST,65977.71
BSP-TATA,SGRD,BUA HOME,67066.89
BSP-TATA,BUA,BUA STR,68677.25
BSP-TATA,BUA,BUA ADV STR,69100.42
BSP-TATA,BUA,GATE INNR DIST,70552.52
BSP-TATA,BUA,GATE SIG,71541.08
BSP-TATA,BUA,IB DIST,72468.38
BSP-TATA,BUA,IB INNR DIST,73571.13
BSP-TATA,BUA,JETHA PH,74024.62
BSP-TATA,BUA,IB,74613.07
BSP-TATA,BUA,GATE SIG,75239.18
BSP-TATA,SKT,SKT DIST,80339.67
BSP-TATA,SKT,SKT INNR DIST,81355.04
BSP-TATA,BUA,SKT HOME,82359.87
BSP-TATA,SKT,SKT STR,83532.83
BSP-TATA,SKT,SKT ADV STR,84308.3
BSP-TATA,SKT,IB DIST,85150.65
BSP-TATA,SKT,IB INNR DIST,86101.63
BSP-TATA,SKT,IB,87113.98
BSP-TATA,JDI,JDI DIST,90171.21
BSP-TATA,JDI,NEU SEC AHEAD,91052.3
BSP-TATA,JDI,JDI INNR DIST,91257.49
BSP-TATA,SKT,JDI HOME,92256.93
BSP-TATA,JDI,JDI STR,93706.34
BSP-TATA,JDI,JDI ADV STR,94170.87
BSP-TATA,KHS,KHS DIST,95287.37
BSP-TATA,KHS,KHS INNR DIST,96344.27
BSP-TATA,JDI,KHS HOME,97350.43
BSP-TATA,KHS,KHS STR,99066.34
BSP-TATA,KHS,KHS ADV STR,99224.8
BSP-TATA,KHS,NEU SEC AHEAD,99817.66
BSP-TATA,KHS,GATE INNR DIST,100014.5
BSP-TATA,KHS,GATE SIG,100984.4
BSP-TATA,KHS,IB,101553.75
BSP-TATA,ROB,ROB DIST,103508.5
BSP-TATA,ROB,ROB INNR DIST,104574.29
BSP-TATA,KHS,ROB HOME,105568.85
BSP-TATA,ROB,ROB STR,107431.29
BSP-TATA,ROB,ROB ADV STR,107708.4
BSP-TATA,SPGCL,SPGL INNR DIST,108605.29
BSP-TATA,ROB,SPGL HOME,109596.09
BSP-TATA,SPGCL,SPGL STR,110506.29
BSP-TATA,SPGCL,GATE SIG,112152.75
BSP-TATA,BEF,BEF DIST,113255.73
BSP-TATA,BEF,BEF INNR DIST,114260.71
BSP-TATA,SPGCL,BEF HOME,115307.61
BSP-TATA,BEF,BEF STR,116474.59
BSP-TATA,BEF,BEF INT STR,117119.6
BSP-TATA,BEF,BEF ADV STR,117613.65
BSP-TATA,BEF,NEU SEC AHEAD,117735.08
BSP-TATA,BEF,IB INNR DIST,119197.11
BSP-TATA,BEF,IB,120187.3
BSP-TATA,KDTR,KDTR DIST,122028.53
BSP-TATA,KDTR,KDTR INNR DIST,123022.43
BSP-TATA,BEF,KDTR HOME,124047.93
BSP-TATA,KDTR,KDTR STR,125842.77
BSP-TATA,KDTR,KDTR ADV STR,126357.02
BSP-TATA,KDTR,JSPL HOME,127457.72
BSP-TATA,JSPL,JSPL STR,128608.74
BSP-TATA,JSPL,JSPL ADV STR,128888.83
BSP-TATA,RIG,RIG DIST,129530.36
BSP-TATA,RIG,RIG INNR DIST,130547.04
BSP-TATA,RIG,NEU SEC AHEAD,131083.62
BSP-TATA,JSPL,RIG HOME,131627.45
BSP-TATA,RIG,RIG STR,133022.81
BSP-TATA,RIG,RIG ADV STR,133409.35
BSP-TATA,RIG,GATE SIG,134078.25
BSP-TATA,RIG,IB INNR DIST,135059.23
BSP-TATA,RIG,IB,135997.1
BSP-TATA,KRL,KRL DIST,139482.37
BSP-TATA,KRL,KRL INNR DIST,140451.15
BSP-TATA,RIG,KRL HOME,141466.04
BSP-TATA,KRL,KRL STR,142948.34
BSP-TATA,KRL,KRL ADV STR,143627.28
BSP-TATA,KRL,IB DIST,144464.18
BSP-TATA,KRL,IB INNR DIST,145393.16
BSP-TATA,KRL,IB,146365.15
BSP-TATA,JMG,JMG DIST,147652.41
BSP-TATA,JMG,JMG INNR DIST,148674.38
BSP-TATA,KRL,JMG HOME,149693.12
BSP-TATA,JMG,JMG STR,151166.82
BSP-TATA,JMG,JMG ADV STR,151582.9
