SECTION,STATION,SIGNAL NAME,CUMMULATIVE DISTANT(IN Meter)
BSP-TATA,JMG,IB DIST,156062.86
BSP-TATA,JMG,IB INNR DIST,157055.78
BSP-TATA,JMG,IB,158046.7
BSP-TATA,DAO,DAO DIST,160334.28
BSP-TATA,DAO,NEU SEC AHEAD,161077.59
BSP-TATA,DAO,DAO INNR DIST,161399.64
BSP-TATA,JMG,DAO HOME,162413.5
BSP-TATA,DAO,DAO STR,163285.95
BSP-TATA,DAO,DAO ADV STR,163480.83
BSP-TATA,DAO,GATE DIST,164439.69
BSP-TATA,DAO,GATE INNR DIST,165422.32
BSP-TATA,DAO,GATE SIG,166429.07
BSP-TATA,DAO,ACBPL HOME,167123.29
BSP-TATA,ACBPL,ACBPL ADV STR,167839.78
BSP-TATA,ACBPL,HGR HOME,169151.39
BSP-TATA,HGR,HGR STR,170469.95
BSP-TATA,HGR,HGR ADV STR,170783
BSP-TATA,HGR,IB DIST,174066.23
BSP-TATA,HGR,IB INNR DIST,175069.29
BSP-TATA,HGR,IB,176090.95
BSP-TATA,BPH,BPH DIST,180341.13
BSP-TATA,BPH,BPH INNR DIST,181346.04
BSP-TATA,HGR,BPH HOME,182379.06
BSP-TATA,BPH,BPH STR,183792.17
BSP-TATA,BPH,BPH ADV STR,184075.63
BSP-TATA,BPH,GATE SIG,185194.73
BSP-TATA,BPH,LJKR HOME,186366.79
BSP-TATA,LJKR,LJKR STR,187590.18
BSP-TATA,LJKR,LJKR ADV STR,187938.9
BSP-TATA,BRJN,BRJN DIST,188951.62
BSP-TATA,BRJN,BRJN INNR DIST,190098.91
BSP-TATA,LJKR,BRJN  HOME,191438.36
BSP-TATA,BRJN,BRJN STR,192708.58
BSP-TATA,BRJN,BRJN ADV STR,193172.52
BSP-TATA,BRJN,IBSTN HOME,194149.69
BSP-TATA,IBSTN,IBSTN STR,195496.46
BSP-TATA,IBSTN,IBSTN ADV STR,195783.55
BSP-TATA,IBSTN,NEU SEC AHEAD,196559.07
BSP-TATA,IBSTN,IB INNR DIST,196851.73
BSP-TATA,IBSTN,IB,197803.92
BSP-TATA,IBSTN,GATE DIST,199137.43
BSP-TATA,IBSTN,GATE INNR DIST,200125.51
BSP-TATA,IBSTN,GATE SIG,201141.74
BSP-TATA,IBSTN,GATE SIG,202238.66
BSP-TATA,IBSTN,JSG HOME,202900.91
BSP-TATA,JSG,JSG STR,204634.84
BSP-TATA,JSG,JSGRY HOME,205099.46
BSP-TATA,JSGRY,JSGRY STR,206533.11
BSP-TATA,JSGRY,JSGRY ADV STR,206975.09
BSP-TATA,JSGRY,JSG GATE SIG,207544.53
BSP-TATA,DTVW,DTVW DISTANT,207993.28
BSP-TATA,DTVW,DTVW INNR DIST,208994.38
BSP-TATA,DTVW,NEU SEC AHEAD,209167.27
BSP-TATA,JSGRY,DTVW HOME,209971.62
BSP-TATA,JSGRY,DTV HOME,211626.67
BSP-TATA,DTV,DTV STR,213007.3
BSP-TATA,DTV,DTV ADV STR,214012.81
BSP-TATA,DTV,DTV IB DIST,216391.67
BSP-TATA,DTV,DTV IB-INR-DIST,217407.81
BSP-TATA,DTV,PNPL HALT,218018.62
BSP-TATA,DTV,DTV IB SIG,218425
BSP-TATA,DTV,GATE DIST,220245.91
BSP-TATA,DTV,GATE INNR DIST,221249.8
BSP-TATA,DTV,GATE SIG,222254.23
BSP-TATA,BEH,BEH INNR DIST,222934.94
BSP-TATA,DTV,BEH HOME,223929.01
BSP-TATA,BEH,BEH STR,225095.35
BSP-TATA,BEH,BEH ADV STR,225410.19
BSP-TATA,BEH,GATE DIST,227618.98
BSP-TATA,BEH,GATE INNR DIST,228617.86
BSP-TATA,BEH,GATE SIG,229639.02
BSP-TATA,BEH,DIH HOME,230188.29
BSP-TATA,DIH,DIH STR,231313.32
BSP-TATA,DIH,DIH ADV STR,231465.79
BSP-TATA,DIH,DIH IB DIST,233203.77
BSP-TATA,DIH,DIH IB-INR-DIST,234207.98
BSP-TATA,DIH,DIH IB SIG,235229.97
BSP-TATA,BMB,BMB DISTANT,237228.94
BSP-TATA,BMB,BMB INNR DIST,238261.53
BSP-TATA,DIH,BMB HOME,239253.59
BSP-TATA,BMB,BMB STR,240956.42
BSP-TATA,BMB,BMB ADV STR,241561.03
BSP-TATA,BMB,NEU SEC AHEAD,242161.57
BSP-TATA,TGM,TGM DISTANT,245384.87
BSP-TATA,TGM,TGM INNR DIST,246409.51
BSP-TATA,BMB,TGM HOME,247410.69
BSP-TATA,TGM,TGM STR,249567.59
BSP-TATA,TGM,TGM ADV STR,249920.82
BSP-TATA,TGM,GATE DIST,250955.49
BSP-TATA,TGM,GATE INNR DIST,251985.35
BSP-TATA,TGM,GATE SIG,252932.94
BSP-TATA,GPH,GPH DISTANT,253772.02
BSP-TATA,GPH,GPH INNR DIST,254776.04
BSP-TATA,TGM,GPH HOME,255812.57
BSP-TATA,GPH,GPH STR,256962.59
BSP-TATA,GPH,GPH ADV STR,257264.35
BSP-TATA,GPH,NEU SEC AHEAD,258023.3
BSP-TATA,SOGR,SOGR DISTANT,258250.46
BSP-TATA,SOGR,SOGR INNR DIST,259245.91
BSP-TATA,GPH,SOGR HOME,260302.79
BSP-TATA,SOGR,SOGR STR,261954.28
BSP-TATA,SOGR,SOGR ADV STR,262309.32
BSP-TATA,SXN,SXN DISTANT,264367.86
BSP-TATA,SXN,SXN INNR DIST,265387.14
BSP-TATA,SOGR,SXN HOME,266464.4
BSP-TATA,SXN,SXN STR,268549.91
BSP-TATA,SXN,SXN ADV STR,268988.66
BSP-TATA,GP,GP DISTANT,271519.12
BSP-TATA,GP,GP INNR DIST,272543.34
BSP-TATA,SXN,GP HOME,273545.67
BSP-TATA,GP,GP STR,275146.4
BSP-TATA,GP,GP ADV STR,275517.09
BSP-TATA,GP,NEU SEC AHEAD,276038.94
BSP-TATA,GP,GP IB DIST,277874.22
BSP-TATA,GP,GP IB-INR-DIST,278856.09
BSP-TATA,GP,GP IB SIG,279862.05
BSP-TATA,KXN,KXN DISTANT,281451.14
BSP-TATA,KXN,KXN INNR DIST,282451.76
BSP-TATA,GP,KXN HOME,283448.97
BSP-TATA,KXN,KXN STR,284580.99
BSP-TATA,KXN,KXN ADV STR,284758.41
BSP-TATA,KLG,KLG DISTANT,288061.51
BSP-TATA,KLG,KLG INNR DIST,289140.55
BSP-TATA,KXN,KLG HOME,290186.61
BSP-TATA,KLG,KLG STR,291707.29
BSP-TATA,KLG,KLG INT STR,292203.39
BSP-TATA,KLG,KLG ADV STR,292715.19
BSP-TATA,KLG,NEU SEC AHEAD,293394.55
BSP-TATA,KLG,GATE INNR DIST,293654.88
BSP-TATA,KLG,GATE SIG,294696.42
BSP-TATA,PPO,PPO DISTANT,297741.08
BSP-TATA,PPO,PPO INNR DIST,298762.74
BSP-TATA,PPO,PPO HALT,299032.49
BSP-TATA,KLG,PPO HOME,299789.18
BSP-TATA,PPO,PPO ADV STR:RHS,300342.66
BSP-TATA,PPO,ROU HOME:RHS,302776.96
BSP-TATA,PPO,INT HOME 14,303707.95
BSP-TATA,ROU,ROU STR,305180.68
BSP-TATA,ROU,ROU INT STR,305537.59
BSP-TATA,ROU,ROU ADV STR,305908.15
BSP-TATA,BNDMQ,BNDMQ DIST,307510.34
BSP-TATA,BNDMQ,BNDMQ IN DIST,308528.1
BSP-TATA,ROU,BNDMQ HOME,309544.14
BSP-TATA,BNDMQ,BNDMQ STR,309843.34
BSP-TATA,BNDMP,BNDMP INR DIST,310590.66
BSP-TATA,BNDMQ,BNDMP HOME,311620.75
BSP-TATA,BNDMP,BNDMP STR,312078.05
BSP-TATA,BNDMA,BNDMA INR DIST,312965.54
BSP-TATA,BNDMP,BNDMA HOME,313963.73
BSP-TATA,BNDMA,BNDMA STR,315002.2
BSP-TATA,BNDMA,BNDMA ADV STR,315228.05
BSP-TATA,BNDMA,NEU SEC AHEAD,315715.12
BSP-TATA,BZR,BZR DIST,315941.03
BSP-TATA,BZR,BZR INNR DIST,316952.58
BSP-TATA,BNDMA,BZR HOME,317965.34
BSP-TATA,BZR,BZR STR,319209.35
BSP-TATA,BZR,BZR ADV STR,319635.91
BSP-TATA,BUL,BUL DISTANT,322683
BSP-TATA,BUL,BUL INNR DIST,323763.98
BSP-TATA,BUL,NEU SEC AHEAD,324226.47
BSP-TATA,BZR,BUL HOME,324822.55
BSP-TATA,BUL,BUL STR,326115.33
BSP-TATA,BUL,BUL ADV STR,326398.27
BSP-TATA,BUL,GATE INNR DIST,327368.18
BSP-TATA,BUL,BUL GATE SIG,328361.45
BSP-TATA,JRA,JRA DISTANT,330387.25
BSP-TATA,JRA,JRA INNR DIST,331375.41
BSP-TATA,BUL,JRA HOME,332398.69
BSP-TATA,JRA,JRA STR,333630.21
BSP-TATA,JRA,JRA ADV STR,333893.86
BSP-TATA,JRA,JRA IB DIST,337731.16
BSP-TATA,JRA,JRA IB-INR-DIST,338715.44
BSP-TATA,JRA,JRA IB,339857.49
BSP-TATA,MOU,MOU DISTANT,341155.2
BSP-TATA,MOU,MOU INNR DIST,342202.73
BSP-TATA,MOU,NEU SEC AHEAD,342344.92
BSP-TATA,JRA,MOU HOME,343367.9
BSP-TATA,MOU,MOU STR,345041.19
BSP-TATA,MOU,MOU ADV STR,345515.44
BSP-TATA,MOU,GHAA HALT,349358.25
BSP-TATA,PST,PST DISTANT,352049.02
BSP-TATA,PST,PST INNR DIST,352986.49
BSP-TATA,MOU,PST HOME,354002.2
BSP-TATA,PST,PST STR,355498.3
BSP-TATA,PST,PST ADV STR,355825.4
BSP-TATA,PST,DRWN HALT,361488.92
BSP-TATA,MXW,MXW DISTANT,364272.06
BSP-TATA,MXW,MXW INNR DIST,365625.79
BSP-TATA,PST,MXW HOME:RHS,366568.98
BSP-TATA,MXW,NEU SEC AHEAD,367090.75
BSP-TATA,GOL,GOL DISTANT,368147.99
BSP-TATA,GOL,GOL INNR DIST,369207.55
BSP-TATA,MXW,GOL HOME,370269.89
BSP-TATA,GOL,GOL STR,371678.45
BSP-TATA,GOL,GOL ADV STR,372168.65
BSP-TATA,GOL,GATE INNR DIST,373442.9
BSP-TATA,GOL,GATE SIG:RHS,374439.87
BSP-TATA,TUX,TUX DISTANT,375437.71
BSP-TATA,TUX,TUX INNR DIST,376446
BSP-TATA,GOL,TUX HOME,377523.96
BSP-TATA,TUX,TUX STR,378783.05
BSP-TATA,TUX,TUX ADV STR,379054.89
BSP-TATA,SWR,SWR DISTANT,380912.95
BSP-TATA,SWR,SWR INNR DIST,381804.08
BSP-TATA,SWR,NEU SEC AHEAD,382203.94
BSP-TATA,TUX,SWR HOME,382853.86
BSP-TATA,SWR,SWR STR,384264.73
BSP-TATA,SWR,SWR ADV STR,384709.81
BSP-TATA,SWR,SWR GATE DIST,386123.06
BSP-TATA,SWR,GATE INNR DIST,387167.74
BSP-TATA,SWR,SWR GATE SIG,388258.76
BSP-TATA,SWR,SWR IB,389576.42
BSP-TATA,SWR,SWR GATE SIG,390971.4
BSP-TATA,LPH,LPH DISTANT,392440.63
BSP-TATA,LPH,LPH INNR DIST,393431.51
BSP-TATA,SWR,LPH HOME,394517.84
BSP-TATA,LPH,LPH STR,395683.31
BSP-TATA,LPH,LPH ADV STR,396027.64
BSP-TATA,LPH,LPH IB DIST,397954.82
BSP-TATA,LPH,LPH IB-INR-DIST,399002.51
BSP-TATA,LPH,LPH IB,400014.34
BSP-TATA,LPH,GATE INNR DIST,401088.43
BSP-TATA,LPH,LPH GATE SIG,402094.74
BSP-TATA,LPH,CKP HOME,403675.44
BSP-TATA,CKP,CKP STR,405191.91
BSP-TATA,CKP,CKP ADV STR,405561.75
BSP-TATA,CKP,NEU SEC AHEAD,406713.79
BSP-TATA,CKP,CKP IB DIST,408445.61
BSP-TATA,CKP,CKP IB INR DIS,409500.49
BSP-TATA,CKP,CKP IB SIG,410505.59
BSP-TATA,BRM,BRM DISTANT,412709.08
BSP-TATA,BRM,BRM INNR DIST,413720.26
BSP-TATA,CKP,BRM HOME,414779.2
BSP-TATA,BRM,BRM STR,415836.17
BSP-TATA,BRM,BRM ADV STR,416019.1
BSP-TATA,BRM,BRM IB DIST,417716.2
BSP-TATA,BRM,BRM IB INR DIS,418763.1
BSP-TATA,BRM,BRM IB SIGNAL,419916.5
BSP-TATA,WO,WO INNR DIST,421092.8
BSP-TATA,BRM,WO HOME,422259.06
BSP-TATA,WO,WO STR,422878.76
BSP-TATA,WO,NEU SEC AHEAD,423610.99
BSP-TATA,WO,RKSN HOME,424028.83
BSP-TATA,RKSN,RKSN STR,425410.01
BSP-TATA,RKSN,RKSN ADV STR,425792.99
BSP-TATA,RKSN,RKSN AS:38,427307.54
BSP-TATA,RKSN,RKSN AS:36,428563.15
BSP-TATA,RKSN,RKSN AS:34,429587.78
BSP-TATA,RKSN,RKSN AS:32,430651.71
BSP-TATA,RKSN,MMV HOME,431188.27
BSP-TATA,MMV,MMV STR,432817.08
BSP-TATA,MMV,MMV ADV STR,433411.09
BSP-TATA,MMV,MMV AS:30,434650.07
BSP-TATA,MMV,MMV AS:28,436356.63
BSP-TATA,MMV,MMV AS:26,437692.11
BSP-TATA,MMV,SNY HOME,439256.44
BSP-TATA,SNY,SNY STR,440852.18
BSP-TATA,SNY,SNY ADV STR,441204.33
BSP-TATA,SNY,SNY AS:24,442166.59
BSP-TATA,SNY,NEU SEC AHEAD,442482.12
BSP-TATA,SNY,SNY AS:22,443566.13
BSP-TATA,SNY,SNY AS:20,444903.24
BSP-TATA,SNY,SNY AS:18,446149.73
BSP-TATA,BRBS,BRBS HALT,447598.9
BSP-TATA,BRBS,BRBS AS:16,447784.11
BSP-TATA,BRBS,BRBS AS:14,449318.6
BSP-TATA,BRBS,BRBS AS:12,450890.83
BSP-TATA,BRBS,BRBS AS:10,452131.12
BSP-TATA,BRBS,BRBS GSA:10-1,453159.28
BSP-TATA,BRBS,BRBS GSA:8,453939.36
BSP-TATA,SNY,GMH HOME,455553.46
BSP-TATA,GMH,GMH STR,457065.73
BSP-TATA,GMH,GMH ADV STR,457359.31
BSP-TATA,GMH,GMH AS:6,458610.26
BSP-TATA,GMH,GMH AS:4,460086.34
BSP-TATA,GMH,ADTP HOME,461387.98
BSP-TATA,ADTP,ADTP STR,463174.13
BSP-TATA,ADTP,ADTP ADV STR,463595.16
BSP-TATA,ADTP,ADTP AS:2,464984.97
BSP-TATA,ADTP,TATA HOME,466271.39
BSP-TATA,TATA,TATA STR,467794.37
TATA-BSP,TATA,TATA STR,0
TATA-BSP,TATA,TA ADVSTR,501.53
TATA-BSP,TATA,TATA AS:1,1318.96
TATA-BSP,TATA,ADTP HOME,2346.71
TATA-BSP,TATA,ADTP R HOME,3264.32
TATA-BSP,ADTP,ADTP STR,4805.21
TATA-BSP,ADTP,ADTP ADV STR,5357.98
TATA-BSP,ADTP,ADTP AS:5,6608.57
TATA-BSP,ADTP,ADTP GSA:7,8247.95
TATA-BSP,ADTP,ADTP L XING,8495.32
TATA-BSP,ADTP,GMH HOME:RHS,9496.51
TATA-BSP,GMH,GMH STR,10576.86
TATA-BSP,GMH,GMH ADV STR,11143.64
TATA-BSP,GMH,GMH GSA:9,12325.91
TATA-BSP,GMH,GMH L XING,12575.38
TATA-BSP,GMH,GMH GSA:9-1,13307.86
TATA-BSP,GMH,GMH L XING,13545.7
TATA-BSP,GMH,GMH AS:11,14215.4
TATA-BSP,GMH,GMH AS:13,15917.17
TATA-BSP,GMH,GMH AS:15,17579.05
TATA-BSP,GMH,GMH AS:17,19243.96
TATA-BSP,GMH,BRBS HALT,19574.48
TATA-BSP,GMH,GMH AS:19,20825.11
TATA-BSP,GMH,GMH AS:21,22458.76
TATA-BSP,GMH,GMH AS:23,24137.66
TATA-BSP,GMH,NEU SEC AHEAD,24525.93
TATA-BSP,GMH,SNY HOME,25585.03
TATA-BSP,SNY,SNY STR,26935.66
TATA-BSP,SNY,SNY ADV STR,27422.58
TATA-BSP,SNY,SNY AS:25,28417.1
TATA-BSP,SNY,SNY AS:27,30086.62
TATA-BSP,SNY,SNY AS:29,31324.78
TATA-BSP,SNY,MMV HOME,33243.19
TATA-BSP,SNY,MMV L XING,33429.87
TATA-BSP,MMV,MMV STR,34808.55
TATA-BSP,MMV,MMV ADV STR,35404.47
TATA-BSP,MMV,MMV AS:33,36863.25
TATA-BSP,MMV,MMV AS:35,38150.52
TATA-BSP,MMV,MMV AS:37,39424.13
TATA-BSP,MMV,RKSN HOME,40621.23
TATA-BSP,RKSN,RKSN STR,42394.14
TATA-BSP,RKSN,RKSN ADV STR,42821.4
TATA-BSP,RKSN,NEU SEC AHEAD,43074.98
TATA-BSP,RKSN,WO HOME,43644.32
TATA-BSP,WO,WO STR,44459.5
TATA-BSP,WO,RKSN IB INR DIS,45873.17
TATA-BSP,WO,RKSN IB SIG,46867.58
TATA-BSP,WO,BRM DISTANT,48712.18
TATA-BSP,WO,BRM INNR DIST,49717.4
TATA-BSP,WO,BRM HOME,50703.24
TATA-BSP,BRM,BRM STR,51725.82
TATA-BSP,BRM,BRM ADV STR,51997.57
TATA-BSP,BRM,BRM IB DIST,54729.51
TATA-BSP,BRM,BRM IB INR DIS,55718
TATA-BSP,BRM,BRM IB SIG,56763.18
TATA-BSP,BRM,CKP DISTANT,58973.28
TATA-BSP,BRM,CKP INNR DIST,59979.11
TATA-BSP,BRM,NEU SEC AHEAD,60001.2
TATA-BSP,BRM,CKP HOME,60972.91
TATA-BSP,CKP,CKP STR,62738.44
TATA-BSP,CKP,CKP ADV STR,63139.44
TATA-BSP,CKP,CKP GATE SIG,64321.44
TATA-BSP,CKP,CKP L XING,64584.44
TATA-BSP,CKP,CKP IB INR DIST,65772.44
TATA-BSP,CKP,CKP IB,66759.44
TATA-BSP,CKP,LPH DISTANT,68796.44
TATA-BSP,CKP,LPH INNR DIST,69830.44
TATA-BSP,CKP,LPH HOME,70855.44
TATA-BSP,CKP,LPH L XING,71137.44
TATA-BSP,LPH,LPH STR,72031.44
TATA-BSP,LPH,LPH ADV STR,72359.44
TATA-BSP,LPH,LPH GATE DIST,73640.44
TATA-BSP,LPH,GATE INNR DIST,74639.44
TATA-BSP,LPH,LPH GATE SIG,75605.44
TATA-BSP,LPH,LPH L XING,75798.44
TATA-BSP,LPH,IB INNR DIST,76275.44
TATA-BSP,LPH,LPH IB,77282.44
TATA-BSP,LPH,LPH GATE SIG,78347.44
TATA-BSP,LPH,LPH L XING,78545.44
TATA-BSP,LPH,SWR DISTANT,80121.44
TATA-BSP,LPH,SWR INNR DIST,81136.44
TATA-BSP,LPH,SWR HOME,82151.44
TATA-BSP,SWR,SWR STR,83365.44
TATA-BSP,SWR,SWR L XING,83524.44
TATA-BSP,SWR,SWR ADV STR,83959.44
TATA-BSP,SWR,NEU SEC AHEAD,84616.44
TATA-BSP,SWR,TUX DISTANT,85739.44
TATA-BSP,SWR,TUX INNR DIST,86759.44
TATA-BSP,SWR,TUX HOME,87777.44
TATA-BSP,TUX,TUX STR,88869.44
TATA-BSP,TUX,TUX ADV STR,89226.44
TATA-BSP,TUX,TUX L XING,90026.44
TATA-BSP,TUX,TUX GATE DIST,90113.44
TATA-BSP,TUX,GATE INNR DIST,91091.44
TATA-BSP,TUX,TUX GATE SIG,92079.44
TATA-BSP,TUX,TUX L XING,92296.44
TATA-BSP,TUX,GOL INNR DIST,93590.44
TATA-BSP,TUX,GOL HOME,94630.44
TATA-BSP,GOL,GOL STR,96049.44
TATA-BSP,GOL,GOL L XING,96177.44
TATA-BSP,GOL,GOL ADV STR,96572.44
TATA-BSP,GOL,MXW DIST,99006.44
TATA-BSP,GOL,NEU SEC AHEAD,99728.44
TATA-BSP,GOL,MXW INNR DIST,100007.44
TATA-BSP,GOL,MXW HOME,101354.44
TATA-BSP,GOL,DRWN HALT,105460.44
TATA-BSP,GOL,PST DISTANT,109110.44
TATA-BSP,GOL,PST INNR DIST,110189.44
TATA-BSP,GOL,PST HOME,111200.44
TATA-BSP,PST,PST STR,112716.44
TATA-BSP,PST,PST L XING,112769.44
TATA-BSP,PST,PST ADV STR,113334.44
TATA-BSP,PST,GHAA HALT,118166.44
TATA-BSP,PST,MOU DISTANT,119148.44
TATA-BSP,PST,MOU INNR DIST,120129.44
TATA-BSP,PST,MOU HOME,121180.44
TATA-BSP,PST,MOU INT STR,122454.44
TATA-BSP,MOU,MOU STR,123761.44
TATA-BSP,MOU,MOU L XING,123995.44
TATA-BSP,MOU,MOU ADV STR,124624.44
TATA-BSP,MOU,NEU SEC AHEAD,125448.44
TATA-BSP,MOU,MOU IB-DIST,127017.44
TATA-BSP,MOU,IB INNR DIST,128075.44
TATA-BSP,MOU,MOU IB,129188.44
TATA-BSP,MOU,JRA DISTANT,131806.44
TATA-BSP,MOU,JRA INNR DIST,132814.44
TATA-BSP,MOU,JRA L XING,132927.44
TATA-BSP,MOU,JRA HOME,133811.44
TATA-BSP,JRA,JRA STR,135238.44
TATA-BSP,JRA,JRA ADV STR,135576.44
TATA-BSP,JRA,JRA GATE DIST,137191.44
TATA-BSP,JRA,GATE INR DIST,138239.44
TATA-BSP,JRA,JRA GATE SIG,139272.44
TATA-BSP,JRA,JRA L XING,139485.44
TATA-BSP,JRA,BUL INNR DIST,140590.44
TATA-BSP,JRA,BUL HOME,141540.44
TATA-BSP,BUL,BUL STR,142701.44
TATA-BSP,BUL,BUL ADV STR,143329.44
TATA-BSP,BUL,NEU SEC AHEAD,143690.44
TATA-BSP,BUL,BUL L XING,145467.44
TATA-BSP,BUL,BZR DIST,146067.44
TATA-BSP,BUL,BZR INNR DIST,147051.44
TATA-BSP,BUL,BZR HOME,148103.44
TATA-BSP,BZR,BZR STR,149669.44
TATA-BSP,BZR,BZR ADV STR,150200.44
TATA-BSP,BZR,BNDMA INR DIST,151406.44
TATA-BSP,BZR,NEU SEC AHEAD,151597.44
TATA-BSP,BZR,BNDMA HOME,152560.44
TATA-BSP,BZR,L XING:207,153009.44
TATA-BSP,BNDMA,BNDMA STR,153537.44
TATA-BSP,BNDMA,BNDMA ADV STR,153939.44
TATA-BSP,BNDMA,BNDMD INR DIST,154301.44
TATA-BSP,BNDMA,BNDMD HOME,155304.44
TATA-BSP,BNDMD,BNDMD STR,155930.44
TATA-BSP,BNDMD,BNDM HALT,156387.44
TATA-BSP,BNDMD,BNDMK INR DIST,157190.44
TATA-BSP,BNDMD,BNDMK HOME,158159.44
TATA-BSP,BNDMD,L XING:208,158351.44
TATA-BSP,BNDMK,BNDMK STR,159048.44
TATA-BSP,BNDMK,ROU DIST,159892.44
TATA-BSP,BNDMK,ROU INN DIST,160943.44
TATA-BSP,BNDMK,ROU HOME,161950.44
TATA-BSP,BNDMK,INT HOME 35,162592.44
TATA-BSP,ROU,ROU STR,163752.44
TATA-BSP,ROU,INT STR 77,164243.44
TATA-BSP,ROU,L XING:209,164947.44
TATA-BSP,ROU,ROU ADV STR,165257.44
TATA-BSP,ROU,ASRJ:01,166541.44
TATA-BSP,ROU,PPO HOME,167524.44
TATA-BSP,PPO,PPO ADVSTR,168060.44
TATA-BSP,PPO,PPO HALT,169016.44
TATA-BSP,PPO,PPO GATE DIST,170856.44
TATA-BSP,PPO,GATE INNR DIST,171904.44
TATA-BSP,PPO,GATE-CUM-DIST,172910.44
TATA-BSP,PPO,L XING:213,173093.44
TATA-BSP,PPO,KLG INNR DIST,174221.44
TATA-BSP,PPO,NEU SEC AHEAD,174527.44
TATA-BSP,PPO,KLG HOME,175239.44
TATA-BSP,PPO,L XING:214,175565.44
TATA-BSP,PPO,L XING:215,176319.44
TATA-BSP,KLG,KLG STR,177089.44
TATA-BSP,KLG,KLG ADV STR,177429.44
TATA-BSP,KLG,L XING:216,179030.44
TATA-BSP,KLG,KXN DISTANT,181139.44
TATA-BSP,KLG,KXN INNR DIST,182222.44
TATA-BSP,KLG,KXN HOME,183231.44
TATA-BSP,KXN,KXN STR,184239.44
TATA-BSP,KXN,L XING:217,184347.44
TATA-BSP,KXN,KXN ADV STR,184546.44
TATA-BSP,KXN,L XING:219,186363.44
TATA-BSP,KXN,KXN IB DIST,186979.44
TATA-BSP,KXN,KXN IB-INR-DIST,187992.44
TATA-BSP,KXN,KXN IB SIG,189033.44
TATA-BSP,KXN,L XING:220,189717.44
TATA-BSP,KXN,GP DISTANT,190400.44
TATA-BSP,KXN,L XING:221,191344.44
TATA-BSP,KXN,GP INNR DIST,191408.44
TATA-BSP,KXN,NEU SEC AHEAD,191775.44
TATA-BSP,KXN,GP HOME,192431.44
TATA-BSP,KXN,L XING:222,192816.44
TATA-BSP,GP,GP STR,193918.44
TATA-BSP,GP,GP ADV STR,194521.44
TATA-BSP,GP,SXN DISTANT,197053.44
TATA-BSP,GP,SXN INNR DIST,198109.44
TATA-BSP,GP,SXN HOME,199148.44
TATA-BSP,GP,L XING:224,199426.44
TATA-BSP,SXN,SXN STR,200982.44
TATA-BSP,SXN,SXN ADV STR,201673.44
TATA-BSP,SXN,SOGR DISTANT,204443.44
TATA-BSP,SXN,SOGR INNR DIST,205517.44
TATA-BSP,SXN,SOGR HOME,206791.44
TATA-BSP,SOGR,SOGR STR,207850.44
TATA-BSP,SOGR,SOGR ADV STR,208027.44
